ID,Artist,Track,Tags
"1aklRy3btsbucImSXvR2SY","Edward Maya","Stereo Love - Original","pop, dance, eletronic, Romanian popcorn"
"11Iv8RCFmeImLOpaHYxKb4","Edward Maya","Stereo Love","dance, House, club, electronic, summer 2010"
"6qn9YLKt13AGvpq9jfO8py","Rihanna","We Found Love","pop, dance, Rihanna, female vocalists, electronic"
"2vlDrKpOC0eSTqTDRcbYyw","Calvin Harris","This Is What You Came For","House, EDM, Rihanna, 2016, taylor swift"
"6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","MySpotigramBot, Diss, Hip-Hop, diss track, hip hop"
"0Ev562zA4pmUsBqjxsxxdx","Gryffin","Feel Good","Electronic Pop"
"4AEzAEnbm9uRgbmTdeI63K","PnB Rock","MIDDLE CHILD","trap, cloud rap, hip hop, pop rap, east coast hip hop"
"3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar","All The Stars","pop rap, contemporary r&b"
"5RDUCbvwPZdmjFbhZ5EY4N","MEDUZA","Piece Of Your Heart","House, EDM, electronic, british, dance"
"2vxsdAnntt6eGZJJRaLBF6","John Summit","palm of my hands - Odd Mob Remix","tech house, deep house, House"
"6geg6XWPAxmwlVl8ZNYns0","Diplo","On My Mind - Purple Disco Machine Remix","remix, pop, dance, techno, tech house"
"5Ohh8csVsOnG7CnDrd2E5W","Sofi Tukker","Purple Hat","Electro Pop, peloton"
"0NTMtAO2BV4tnGvw9EgBVq","Rihanna","Bitch Better Have My Money","hip hop, urban, 2015, r8, Hip-Hop"
"1jo3TwNGCXfNdB5uba3ZVv","Eminem","Killshot","rap, Hip-Hop, Diss, Eminem, MySpotigramBot"
"3iVcZ5G6tvkXZkZKlMpIUs","Kendrick Lamar","Alright","MySpotigramBot, jazz rap, Conscious Hip Hop, Hip-Hop, 2015"
"4ZlcezbAuIfO400BvhlvtD","Ray Volpe","SONG REQUEST","dubtep"
"7hBUvEg6V9TQPZgLie2krb","Ray Volpe","SEE YOU DROP","dubstep, Brostep, briddim, electronic, festival"
"7KJ4sdjdKQdXgM47Ifd5RK","Ray Volpe","IT ISN'T ME","EDM, monstercat, future bass, electronic, pop"
"6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","MySpotigramBot, Diss, Hip-Hop, diss track, hip hop"
"4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","colors, pink, the color pink"
"0U87auHx1iZTEFcq9KVdmO","Green Day","Boulevard of Broken Dreams","rock, punk rock, green day, punk, alternative"
"2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar","Money Trees","MySpotigramBot, rap, Hip-Hop, hip hop, west coast hip hop"
"3CRDbSIZ4r5MsZ0YwxuEkn","Twenty One Pilots","Stressed Out","indie pop, alternative, indie, alternative hip hop, hip hop"
"5OGIJnhky1kQVQJz33QR2W","Hoodie Allen","Sushi","rap"
"1z9EbieFSoVLz7A3Q2DCiu","Snoop Dogg","Murder Was The Case","Hip-Hop, rap, Gangsta Rap, Snoop Dogg, hip hop"
"2NBQmPrOEEjA8VbeWOQGxO","Snoop Dogg","Drop It Like It's Hot","rap, Hip-Hop, Snoop Dogg, hip hop, Gangsta Rap"
"0lOe1dR2TNkJMCjIcRuw6T","The Game","Westside Story","Hip-Hop, Gangsta Rap, rap, 2000s, Dr. Dre"
"2d8JP84HNLKhmd6IYOoupQ","Fetty Wap","Trap Queen","Hip-Hop, rap, Dope Shit, trap, hip hop"
"1HComaUOXdl7jRuGB3KsVB","Crankdat","Open The Pit","Hip-Hop, electronic, rap, dubstep, EDM"
"0J6NISt5LmV0I0kHqk3Jc0","Fetty Wap","Trap Queen","Hip-Hop, rap, Dope Shit, trap, hip hop"
"6nzXkCBOhb2mxctNihOqbb","M.I.A.","Bad Girls","Hip-Hop, electronic, alternative, female vocalists, swag"
"33qZHFJnbQz3rKm50fSpDB","Yard Act","Tall Poppies","post-punk, spoken word, Crank wave, rock, punk"
"45XhKYRRkyeqoW3teSOkCM","DJ Khaled","Wild Thoughts","Rihanna, Hip-Hop, rnb, Maria Maria, Bryson Tiller"
"5uWLuFDmMs1r44KFfUwWiA","Lord Echo","Thinking Of You","reggae, cover, Disco, soul, laidback"
"67T6l4q3zVjC5nZZPXByU8","Jason Derulo","Whatcha Say","pop, Jason Derulo, rnb, watcha say, whatcha say"
"6H0gZ1R4W9tIbb6HVvjNEe","Jason Derulo","Acapulco","american, party, playlista rmf fm, linedance 2023"
"4vLBnQtece15fFhqWxZvJP","Wilbur Soot","Your New Boyfriend","minecraft, Scottish, beauty, funny, ironic"
"7KXjTSCq5nL1LoYtL7XAwS","Kendrick Lamar","HUMBLE.","rap, Hip-Hop, hip hop, trap, MySpotigramBot"
"3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","country, blues, fip, folk, singer-songwriter"
"6Knv6wdA0luoMUuuoYi2i1","Flo Rida","My House","pop, 2015, Hip-Hop, 2010s, 2016"
"26rdOwwjC2UnweK3xeS58u","Flo Rida","GDFR","n-a"
"3Y0FFtcmxdGkrCKnvuOs5q","ISOKNOCK","TROUBLE","nu skool breaks, bass house, trap edm, drift phonk"
"4llK75pXNWZz6KAho2Gp16","Maroon 5","She Will Be Loved - Radio Mix","pop, rock, alternative rock, pop rock, soft rock"
"1SAkL1mYNJlaqnBQxVZrRl","Sir Mix-A-Lot","Baby Got Back","rap, Hip-Hop, 90s, old school, hip hop"
"5rzHkSHRyZUdQcCX6noFDB","ISOxo","SMACK TALK","EDM, bass music, hybrid trap, 2024, edm trap"
"4XcphMBEv10k6Ob1Z2guUi","ISOxo","SMACK TALK","EDM, bass music, hybrid trap, 2024, edm trap"
"5NYiAtgAFWCwEpfSZOHFA7","RL Grime","I Wanna Know","electronic, pop, trap, EDM, future bass"
"6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","MySpotigramBot, Diss, Hip-Hop, diss track, hip hop"
"1bM50INir8voAkVoKuvEUI","USHER","OMG","Usher, omg, pop, rnb, r&b"
"55lEGZSpEFxp6RaUVIExTX","Daddy Yankee","Plane To P.R.","Reggaeton"
"3wyrhwPpV8uhMMEms4vG3X","BTS","Not Today","Kpop, Korean, k-pop, bts, hip hop"
"6OeYM2861GaP3D1pbBqmbp","BTS","Skit: Billboard Music Awards Speech","2017"
"2ZqTbIID9vFPTXaGyzbb4q","Megan Thee Stallion","Neva Play","fuck feat tags"
"0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","funk mandelao, peter, funk automotivo, funk, phonk"
"6CIt7KJVCgSz0mle8HzjBl","JENNIE","like JENNIE","funk mandelao, peter, funk automotivo, funk, phonk"
"2wVDWtLKXunswWecARNILj","JENNIE","SOLO","k-pop, Kpop, pop, better than selena gomez, blackpink"
"0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","funk mandelao, peter, funk automotivo, funk, phonk"
"6V3dOOUiPg53wUf83tBLR8","JENNIE","SOLO - Live","the show"
"2hKdd3qO7cWr2Jo0Bcs0MA","Train","Drops of Jupiter","rock, alternative, pop, alternative rock, train"
"3IelG5zYpWWCZIH4cqWlPV","XG","SHOOTING STAR","Hip-Hop, pop, k-pop, j-pop, fire"
"1z9kQ14XBSN0r2v6fx4IdG","Rihanna","Diamonds","pop, Rihanna, diamonds, rnb, 2012"
"0PvFJmanyNQMseIFrU708S","Pop Smoke","For The Night","my scribbled"
"1QPV3QoWw3rRKPeYoX8kO8","YEONJUN","GGUM","Awesome, Hip-Hop, hiphop, insane, gay"
"2DbDefRFJ5YOfXCKOeCJJh","KISS OF LIFE","Igloo","english, hot, trap, Kpop, bside"
"0dzbNEBsrs17os3jJOFLar","XG","IS THIS LOVE","pop, Awesome, Favorite, miami bass, soty"
"2u9S9JJ6hTZS3Vf22HOZKg","Drake","NOKIA","pop rap, Drake, atlanta bass, pop, electro"
"7HfDulyv4KLZAD170lF8at","XG","IS THIS LOVE","pop, Awesome, Favorite, miami bass, soty"
"09keT5ocFhEd5W5HidiUNq","Stray Kids","Chk Chk Boom","Korean, Kpop, k-pop, Hip-Hop, rap"
"5yye6RvxPOo8YU0fYWQpNn","Stray Kids","Chk Chk Boom","Korean, Kpop, k-pop, Hip-Hop, rap"
"6k67RdkVjTZj79c1cRz7IQ","ATEEZ","WONDERLAND","k-pop, Kpop, energy, Awesome, Korean"
"27JQxefJsCVa6xTbEFBVXG","BE:FIRST","Hush-Hush","Awesome, Favorite, crazy good, MySpotigramBot"
"2KoeSRTm9cRulYnkaEyUaP","ATEEZ","Crazy Form","funk, Awesome, k-pop, Favorite, boy group"
"3VHD84tIdyxRTtRc167YSR","ATEEZ","WORK","k-pop, Hip-Hop, Awesome, hiphop, Korean"
"62eDE0RR8Sgh7yw8ZLeyAM","ATEEZ","Ice On My Teeth","k-pop, Hip-Hop, hip hop, Awesome, Korean"
"2bSk87AVkCIIC3Bcligq1z","Lil Baby","Life Goes On","MySpotigramBot, hip hop, rap, trap, trap rap"
"2QAFTMHp7NeuyM6P2SiB7U","ATEEZ","Ice On My Teeth","k-pop, Hip-Hop, hip hop, Awesome, Korean"
"5dntGTbUtmUO239wQ0k3yM","KAI","Mmmh","rnb, krnb, chill, sexy, Awesome"
"6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","MySpotigramBot, Diss, Hip-Hop, diss track, hip hop"
"6bc8VmlNt5S9WJlyw8bBdd","WayV","Love Talk","C-pop, mandopop, Awesome, r&b, rnb"
"3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar","All The Stars","pop rap, contemporary r&b"
"0UzymivvUH5s8z4PeWZJaK","ENHYPEN","FEVER","Kpop, enhypen, pop, reggae, sexy"
"3gTQwwDNJ42CCLo3Sf4JDd","Stray Kids","S-Class","k-pop, soty, Hip-Hop, Awesome, Korean"
"09keT5ocFhEd5W5HidiUNq","Stray Kids","Chk Chk Boom","Korean, Kpop, k-pop, Hip-Hop, rap"
"7mpdNiaQvygj2rHoxkzMfa","ENHYPEN","Bite Me","Awesome, Korean, k-pop, Favorite, lesbian"
"68qeaZhtMZ6abrJCYt6nQn","Playboi Carti","RATHER LIE","AI, trap, pop rap, cloud rap, plugg"
"3QLjDkgLh9AOEHlhQtDuhs","Drake","Best I Ever Had","Drake, Hip-Hop, Best I Ever Had, rap, hip hop"
"4AcScHuxr9xAqqyxxTMAhu","Drake","Best I Ever Had","Drake, Hip-Hop, Best I Ever Had, rap, hip hop"
"1G7DcLzPnopdZjLkev0K4e","Beyonce","Irreplaceable","rnb, beyonce, pop, female vocalists, soul"
"5IVuqXILoxVWvWEPm82Jxr","Beyonce","Crazy In Love","pop, rnb, beyonce, female vocalists, Hip-Hop"
"6jG2YzhxptolDzLHTGLt7S","Beyonce","Drunk in Love","pop, beyonce, Hip-Hop, rnb, jay z"
"3jdh7YQBCxykbhL7z0Ehu5","2Pac","Runnin'","Hip-Hop, hip hop, rap, 2pac"
"5aWlEuY1dSo4uVJgHz5reX","50 Cent","What If","rap, Hip-Hop, hip hop, new york, 50 Cent"
